images,labels
ISIC_0024980,19
ISIC_2324972,17
ISIC_5207969,17
ISIC_0069971,8
ISIC_0028758,19
ISIC_0000793,19
ISIC_1605937,17
ISIC_1763264,19
ISIC_3658737,17
ISIC_0027656,19
ISIC_0060240,19
ISIC_0073003,19
ISIC_0004256,19
ISIC_0009608,19
ISIC_0192701,17
ISIC_6093041,19
ISIC_0025214,19
ISIC_0088489,17
ISIC_6432089,17
ISIC_0032862,15
ISIC_0056963,8
ISIC_0068255,15
ISIC_7959202,17
ISIC_0030221,19
ISIC_0027083,21
ISIC_0033969,26
ISIC_0033088,21
ISIC_0034206,19
ISIC_0001906,19
ISIC_0301191,17
ISIC_9481260,17
ISIC_3378080,19
ISIC_0395456,17
ISIC_0070224,25
ISIC_3123711,17
ISIC_0004013,19
ISIC_8386762,17
ISIC_2355218,17
ISIC_0027352,15
ISIC_1626814,17
ISIC_8488057,19
ISIC_4315770,17
ISIC_0002642,19
ISIC_0410824,17
ISIC_0024879,19
ISIC_0011414,19
ISIC_0033809,19
ISIC_0014731,19
ISIC_0008948,19
ISIC_0591057,17
ISIC_3378115,17
ISIC_5797220,17
ISIC_0025419,21
ISIC_8307569,17
ISIC_0068740,19
ISIC_5518236,17
ISIC_0063295,15
ISIC_0028661,19
ISIC_0072649,8
ISIC_7236365,15
ISIC_4307626,17
ISIC_0063997,19
ISIC_3503895,17
ISIC_6477810,17
ISIC_0065948,19
ISIC_0070924,8
ISIC_3551685,19
ISIC_7683965,17
ISIC_0011570,19
ISIC_5250954,17
ISIC_0006170,19
ISIC_0003509,19
ISIC_0372456,17
ISIC_0026502,19
ISIC_2050288,17
ISIC_0068287,8
ISIC_8092647,19
ISIC_0000651,19
ISIC_2252958,17
ISIC_6792277,19
ISIC_0066964,19
ISIC_5537771,17
ISIC_0010185,19
ISIC_1566428,15
ISIC_9514708,17
ISIC_0025333,19
ISIC_0001830,19
ISIC_0057953,15
ISIC_0030985,19
ISIC_6378798,17
ISIC_2301029,17
ISIC_0031627,19
ISIC_6575298,17
ISIC_4745658,17
ISIC_0064405,23
ISIC_0007236,19
ISIC_8586555,17
ISIC_7256179,17
ISIC_7173520,17
ISIC_0539398,17
ISIC_0068621,19
ISIC_0010406,13
ISIC_0025931,19
ISIC_0028799,19
ISIC_6770425,17
ISIC_0006642,19
ISIC_0069655,23
ISIC_0026697,15
ISIC_0059619,19
ISIC_3644314,17
ISIC_8005302,17
ISIC_0819357,17
ISIC_7084112,17
ISIC_0028680,26
ISIC_9291222,19
ISIC_2329149,17
ISIC_0027583,19
ISIC_9978282,17
ISIC_7009765,17
ISIC_6358383,17
ISIC_0009138,19
ISIC_8893501,17
ISIC_0057909,8
ISIC_4973831,19
ISIC_7430054,17
ISIC_7189490,17
ISIC_0054459,15
ISIC_0063897,15
ISIC_0033677,21
ISIC_5679708,17
ISIC_0010100,19
ISIC_5826063,17
ISIC_6587559,17
ISIC_0060638,15
ISIC_6212920,17
ISIC_8228671,17
ISIC_3002635,17
ISIC_6388531,17
ISIC_0008652,19
ISIC_1136589,17
ISIC_0007216,19
ISIC_8143197,19
ISIC_7991424,19
ISIC_0010456,19
ISIC_0028723,19
ISIC_6366192,17
ISIC_0742879,17
ISIC_0201689,17
ISIC_3269490,17
ISIC_2175855,17
ISIC_8156142,17
ISIC_3974981,17
ISIC_0008084,19
ISIC_7088774,17
ISIC_3530337,19
ISIC_0007252,19
ISIC_0000370,19
ISIC_0064671,19
ISIC_0011550,17
ISIC_3444126,19
ISIC_0005792,19
ISIC_7236842,17
ISIC_4385893,17
ISIC_0001594,19
ISIC_0026717,21
ISIC_0024494,21
ISIC_7859098,17
ISIC_0001135,15
ISIC_3389551,17
ISIC_0014946,15
ISIC_0006952,19
ISIC_0063851,25
ISIC_0033661,19
ISIC_7043443,17
ISIC_7869255,17
ISIC_6278558,15
ISIC_1990155,24
ISIC_9643846,17
ISIC_7613461,19
ISIC_0055800,23
ISIC_0005058,19
ISIC_0002599,19
ISIC_1421963,19
ISIC_2174347,17
ISIC_0058978,8
ISIC_7684290,19
ISIC_1684067,17
ISIC_2786378,19
ISIC_0031419,19
ISIC_0026780,19
ISIC_0010905,19
ISIC_0046344,15
ISIC_5968205,17
ISIC_0009081,19
ISIC_0032107,19
ISIC_8278742,19
ISIC_0024268,15
ISIC_5305288,17
ISIC_0011823,19
ISIC_0197636,17
ISIC_0059810,15
ISIC_0029383,19
ISIC_0062241,15
ISIC_0029775,19
ISIC_5504525,17
ISIC_9729529,17
ISIC_0030402,19
ISIC_0001579,19
ISIC_0064657,8
ISIC_8212696,19
ISIC_7589484,17
ISIC_0398140,17
ISIC_7261681,17
ISIC_0025071,19
ISIC_0008963,19
ISIC_0005555,19
ISIC_7340926,19
ISIC_8310944,17
ISIC_0025520,15
ISIC_0057753,15
ISIC_5165544,19
ISIC_5399929,17
ISIC_9379917,17
ISIC_3892947,19
ISIC_0061943,19
ISIC_0062399,8
ISIC_0029195,21
ISIC_0003954,19
ISIC_6133201,17
ISIC_0057571,19
ISIC_0067753,8
ISIC_7743794,17
ISIC_4887384,19
ISIC_0060129,11
ISIC_5055871,17
ISIC_0716541,17
ISIC_0005278,19
ISIC_7089824,17
ISIC_0062589,15
ISIC_3016754,17
ISIC_0012081,15
ISIC_0030227,21
ISIC_0064162,8
ISIC_0065992,2
ISIC_3833013,19
ISIC_2969373,17
ISIC_1059054,17
ISIC_0068266,25
ISIC_1602348,17
ISIC_0058798,15
ISIC_0651512,24
ISIC_5823076,17
ISIC_0014392,23
ISIC_0007900,19
ISIC_0071827,15
ISIC_4868982,17
ISIC_0032691,19
ISIC_0028877,8
ISIC_0025317,15
ISIC_7476849,17
ISIC_1094844,17
ISIC_0060955,15
ISIC_0033332,19
ISIC_9599761,19
ISIC_9448281,17
ISIC_0024896,19
ISIC_1300891,19
ISIC_4335080,17
ISIC_0068721,15
ISIC_7841720,19
ISIC_0000641,19
ISIC_0054605,8
ISIC_0061328,8
ISIC_0342608,17
ISIC_0071600,15
ISIC_7115605,17
ISIC_0030089,15
ISIC_0031213,19
ISIC_1796891,17
ISIC_9325527,17
ISIC_2374434,17
ISIC_0002405,19
ISIC_3000299,19
ISIC_7929089,17
ISIC_7397129,17
ISIC_0001805,19
ISIC_0872845,17
ISIC_6197608,17
ISIC_0024265,25
ISIC_0034285,19
ISIC_1604307,17
ISIC_5786142,17
ISIC_0011425,17
ISIC_0061326,19
ISIC_5117658,17
ISIC_0069605,24
ISIC_0026946,19
ISIC_0063688,19
ISIC_0056790,15
ISIC_0012339,19
ISIC_3939383,17
ISIC_0061700,8
ISIC_7903838,17
ISIC_9889470,17
ISIC_0071859,8
ISIC_0000410,15
ISIC_0062904,8
ISIC_0884000,17
ISIC_5429020,17
ISIC_0033462,19
ISIC_7189099,12
ISIC_0867709,17
ISIC_0005764,19
ISIC_0027856,26
ISIC_7650155,17
ISIC_0013233,19
ISIC_0680023,17
ISIC_0011384,19
ISIC_6713062,17
ISIC_0058533,19
ISIC_5674857,17
ISIC_0029798,19
ISIC_0003999,19
ISIC_0027353,19
ISIC_0028494,19
ISIC_0313924,17
ISIC_0008281,19
ISIC_1444924,17
ISIC_4119325,17
ISIC_0057051,2
ISIC_4045248,17
ISIC_0056915,15
ISIC_4041169,17
ISIC_0030843,15
ISIC_1655469,17
ISIC_1915890,17
ISIC_2946123,17
ISIC_0003904,19
ISIC_0026324,8
ISIC_0059050,8
ISIC_4026569,17
ISIC_9813537,17
ISIC_8249095,17
ISIC_0000231,19
ISIC_3218150,19
ISIC_0072834,23
ISIC_0000958,19
ISIC_0068330,8
ISIC_0069906,2
ISIC_0026412,19
ISIC_0063081,15
ISIC_0054204,8
ISIC_0005714,19
ISIC_0024721,19
ISIC_0058295,19
ISIC_0011872,15
ISIC_8241171,17
ISIC_5809270,19
ISIC_0066315,2
ISIC_0025753,21
ISIC_7219275,17
ISIC_0491818,17
ISIC_0061322,25
ISIC_6186510,19
ISIC_2933799,17
ISIC_0009128,19
ISIC_0056468,19
ISIC_0071654,19
ISIC_0029877,26
ISIC_0004402,19
ISIC_8577966,17
ISIC_0058169,8
ISIC_0072205,2
ISIC_5541028,17
ISIC_2257833,17
ISIC_0024910,21
ISIC_0013414,15
ISIC_0005142,19
ISIC_4589707,17
ISIC_0012666,23
ISIC_0006862,19
ISIC_8948289,17
ISIC_1433739,17
ISIC_0055420,19
ISIC_0000281,15
ISIC_9973526,17
ISIC_8233378,17
ISIC_0069690,19
ISIC_9740673,17
ISIC_6269503,17
ISIC_4073425,17
ISIC_0565046,19
ISIC_0028919,19
ISIC_0494263,19
ISIC_8197314,17
ISIC_9433523,17
ISIC_0068862,8
ISIC_0064073,15
ISIC_0007408,19
ISIC_7959339,19
ISIC_7601403,17
ISIC_0016028,19
ISIC_0054362,8
ISIC_2009096,17
ISIC_0004178,19
ISIC_0565905,17
ISIC_1348538,17
ISIC_3807176,17
ISIC_0032606,19
ISIC_8838232,17
ISIC_6107184,19
ISIC_0057870,15
ISIC_0024339,19
ISIC_8255176,19
ISIC_0060518,19
ISIC_0026674,19
ISIC_0000743,19
ISIC_2540408,17
ISIC_4264358,17
ISIC_0007193,19
ISIC_0015133,15
ISIC_0033026,19
ISIC_0009062,19
ISIC_0000374,19
ISIC_3222555,17
ISIC_4355015,19
ISIC_0059953,25
ISIC_6770608,19
ISIC_0067141,19
ISIC_2238376,17
ISIC_0060086,8
ISIC_1924120,17
ISIC_0068252,15
ISIC_8375699,17
ISIC_4915897,17
ISIC_5185222,17
ISIC_4188644,19
ISIC_8495875,17
ISIC_8263741,17
ISIC_6588801,17
ISIC_0061975,19
ISIC_0071826,15
ISIC_0068938,25
ISIC_4591134,19
ISIC_7151508,17
ISIC_0005615,19
ISIC_0063470,15
ISIC_0026420,15
ISIC_0008486,19
ISIC_0069161,8
ISIC_6916445,17
ISIC_8510644,17
ISIC_0008757,19
ISIC_6295087,17
ISIC_0695575,17
ISIC_1288751,19
ISIC_3354831,17
ISIC_0009695,19
ISIC_0002468,19
ISIC_0001478,19
ISIC_0024221,8
ISIC_0067752,19
ISIC_0003179,19
ISIC_0031182,19
ISIC_5623138,24
ISIC_0003528,19
ISIC_0002225,19
ISIC_7864324,19
ISIC_0028633,19
ISIC_0001813,19
ISIC_0003114,19
ISIC_0002940,19
ISIC_4750803,17
ISIC_3070142,19
ISIC_1788746,17
ISIC_1186495,17
ISIC_0064496,8
ISIC_0070676,19
ISIC_4067693,17
ISIC_9339800,17
ISIC_0003094,19
ISIC_0909808,17
ISIC_0006080,19
ISIC_0187498,17
ISIC_7243256,19
ISIC_0032322,19
ISIC_1576437,17
ISIC_0065495,2
ISIC_9720518,17
ISIC_9482842,19
ISIC_0062056,19
ISIC_6256967,19
ISIC_3712266,17
ISIC_5445188,17
ISIC_0028583,8
ISIC_0060948,19
ISIC_0010164,15
ISIC_7051800,17
ISIC_0981462,17
ISIC_9262606,19
ISIC_1976571,17
ISIC_0029284,19
ISIC_0024233,8
ISIC_7814244,17
ISIC_0012711,19
ISIC_0068136,8
ISIC_8531962,17
ISIC_0067893,15
ISIC_0007791,19
ISIC_0003668,19
ISIC_8407262,17
ISIC_3272155,19
ISIC_9878424,19
ISIC_0058723,15
ISIC_1348254,17
ISIC_8170115,17
ISIC_3249704,17
ISIC_5683747,17
ISIC_0358490,17
ISIC_1075231,17
ISIC_2182674,17
ISIC_0943089,17
ISIC_2206577,17
ISIC_0029478,19
ISIC_0025591,19
ISIC_0010777,15
ISIC_0030508,19
ISIC_2586937,17
ISIC_0070963,24
ISIC_0032865,19
ISIC_0053672,8
ISIC_7970026,17
ISIC_9535018,19
ISIC_0000219,19
ISIC_0718834,17
ISIC_5314945,2
ISIC_4628654,19
ISIC_0011242,19
ISIC_6814382,17
ISIC_0009798,19
ISIC_0055301,19
ISIC_2679262,17
ISIC_4088647,17
ISIC_1600554,17
ISIC_0062042,15
ISIC_0057273,8
ISIC_2114564,17
ISIC_8842001,19
ISIC_0015466,19
ISIC_0004582,19
ISIC_0011307,6
ISIC_7725651,17
ISIC_1471329,17
ISIC_0025102,8
ISIC_0069981,23
ISIC_3676905,17
ISIC_2629998,19
ISIC_8669989,17
ISIC_0030252,19
ISIC_0058532,23
ISIC_5280906,17
ISIC_0002279,19
ISIC_0626986,17
ISIC_4252887,17
ISIC_0031328,19
ISIC_0007434,19
ISIC_6342533,17
ISIC_0029436,19
ISIC_0060414,8
ISIC_0029475,19
ISIC_5018520,17
ISIC_0068303,15
ISIC_6292863,17
ISIC_6933978,17
ISIC_0067681,8
ISIC_0008096,19
ISIC_0025554,21
ISIC_0028231,25
ISIC_4956352,19
ISIC_9881235,17
ISIC_7319169,17
ISIC_8892236,15
ISIC_3877727,17
ISIC_1871890,17
ISIC_0062270,8
ISIC_5873447,19
ISIC_0053749,2
ISIC_0067842,19
ISIC_0068014,2
ISIC_0032930,19
ISIC_2848606,17
ISIC_0349996,17
ISIC_0002413,19
ISIC_0056572,15
ISIC_0003308,19
ISIC_0000665,19
ISIC_8175453,15
ISIC_1175776,17
ISIC_6841463,17
ISIC_3206521,14
ISIC_0014975,15
ISIC_7633960,17
ISIC_0073105,23
ISIC_0071763,8
ISIC_0070761,8
ISIC_0028741,19
ISIC_0440848,17
ISIC_1151910,17
ISIC_8827672,17
ISIC_3673080,15
ISIC_7948595,17
ISIC_0058010,15
ISIC_0012074,17
ISIC_6725760,17
ISIC_5514753,17
ISIC_0006870,19
ISIC_0287804,17
ISIC_6740634,17
ISIC_3593114,17
ISIC_0025905,19
ISIC_6575414,17
ISIC_4495210,17
ISIC_5243831,17
ISIC_7663267,17
ISIC_9772039,17
ISIC_0553509,17
ISIC_0003453,19
ISIC_0063838,19
ISIC_0033484,19
ISIC_0067097,15
ISIC_0028358,19
ISIC_0222150,19
ISIC_0034053,19
ISIC_1766425,17
ISIC_9086604,17
ISIC_5959591,17
ISIC_0013549,15
ISIC_0064524,2
ISIC_0009268,19
ISIC_3025468,17
ISIC_1137915,17
ISIC_6515089,17
ISIC_6323710,17
ISIC_0034069,19
ISIC_0005893,19
ISIC_0004902,19
ISIC_5919355,17
ISIC_0053936,11
ISIC_0033054,8
ISIC_0011828,19
ISIC_0000127,19
ISIC_8229307,17
ISIC_6661910,19
ISIC_0054039,19
ISIC_4424322,17
ISIC_0062375,19
ISIC_9915822,17
ISIC_0030396,21
ISIC_6782861,17
ISIC_0072467,19
ISIC_7040108,17
ISIC_0069250,15
ISIC_8134125,17
ISIC_0069039,19
ISIC_5548717,17
ISIC_0691357,17
ISIC_0011557,17
ISIC_0012031,17
ISIC_8699105,19
ISIC_0170545,17
ISIC_0063156,23
ISIC_7065617,19
ISIC_6917179,19
ISIC_2319601,19
ISIC_0069705,15
ISIC_0000407,19
ISIC_9064668,17
ISIC_0067682,19
ISIC_5483119,17
ISIC_0005047,19
ISIC_2005921,17
ISIC_0058302,26
ISIC_0311853,17
ISIC_2798950,19
ISIC_0007074,19
ISIC_9297472,19
ISIC_0034087,15
ISIC_1223648,17
ISIC_3435747,17
ISIC_6593073,17
ISIC_0065308,8
ISIC_8150821,19
ISIC_0030273,19
ISIC_0002366,19
ISIC_5630228,19
ISIC_0000687,19
ISIC_0033013,19
ISIC_5941272,17
ISIC_0070204,8
ISIC_0000057,19
ISIC_9343976,17
ISIC_0906613,17
ISIC_2381535,17
ISIC_0006055,19
ISIC_0062605,19
ISIC_6710866,17
ISIC_4948642,17
ISIC_0030650,19
ISIC_0000190,19
ISIC_3490073,17
ISIC_0025326,21
ISIC_0002646,19
ISIC_0033397,21
ISIC_0011897,17
ISIC_6326406,17
ISIC_0002828,19
ISIC_0001653,19
ISIC_0057815,15
ISIC_8047390,17
ISIC_0025651,15
ISIC_0057818,19
ISIC_0826813,17
ISIC_0055204,25
ISIC_0025320,19
ISIC_4720160,17
ISIC_9979486,17
ISIC_0012152,19
ISIC_1736735,17
ISIC_7667190,17
ISIC_0024295,8
ISIC_0001572,19
ISIC_1562894,19
ISIC_4618923,19
ISIC_2860749,17
ISIC_0063304,23
ISIC_0008274,19
ISIC_1849227,17
ISIC_1467006,17
ISIC_0031493,19
ISIC_0058670,8
ISIC_2924418,17
ISIC_5707489,17
ISIC_7155505,17
ISIC_0003940,19
ISIC_0008290,19
ISIC_7012810,6
ISIC_0030569,19
ISIC_0062037,15
ISIC_0061411,15
ISIC_0008245,19
ISIC_0028034,19
ISIC_0010240,15
ISIC_0021901,15
ISIC_8292122,17
ISIC_9198897,17
ISIC_0063715,15
ISIC_4923095,17
ISIC_0065967,19
ISIC_0009219,19
ISIC_0069519,19
ISIC_0006737,19
ISIC_9248852,17
ISIC_0029455,21
ISIC_5884413,17
ISIC_0066242,19
ISIC_0000013,15
ISIC_1216542,19
ISIC_2829466,17
ISIC_1432058,17
ISIC_8981272,17
ISIC_0054465,15
ISIC_0057590,25
ISIC_0024609,19
ISIC_0071230,19
ISIC_0011636,19
ISIC_2662834,19
ISIC_1061363,17
ISIC_0059285,19
ISIC_0000233,19
ISIC_2637323,17
ISIC_0011997,17
ISIC_0057390,15
ISIC_0028875,19
ISIC_2248956,19
ISIC_0024898,15
ISIC_1854320,17
ISIC_0010076,24
ISIC_1675806,17
ISIC_9764872,19
ISIC_7230249,19
ISIC_4586632,17
ISIC_0007405,19
ISIC_3084312,15
ISIC_0056544,19
ISIC_5361778,17
ISIC_6873669,19
ISIC_5274992,17
ISIC_0026935,19
ISIC_0011985,19
ISIC_9785002,17
ISIC_0071239,15
ISIC_3084791,17
ISIC_1293199,19
ISIC_0061808,19
ISIC_0070498,23
ISIC_8412514,17
ISIC_0002637,19
ISIC_0055862,15
ISIC_0023588,16
ISIC_9824799,17
ISIC_9174830,17
ISIC_5264236,17
ISIC_4567730,17
ISIC_7109227,17
ISIC_5491443,19
ISIC_0072038,2
ISIC_0025688,19
ISIC_4270163,17
ISIC_7874943,17
ISIC_5855700,17
ISIC_4992060,19
ISIC_0003305,19
ISIC_0003761,19
ISIC_8125801,17
ISIC_2450970,17
ISIC_0009816,19
ISIC_0068778,15
ISIC_0014369,15
ISIC_0009438,19
ISIC_4411089,14
ISIC_0033103,15
ISIC_1816026,17
ISIC_0071992,15
ISIC_0006336,19
ISIC_0005380,19
ISIC_2082721,17
ISIC_1650001,17
ISIC_0006961,19
ISIC_7173333,17
ISIC_0061667,2
ISIC_2948347,17
ISIC_0016062,19
ISIC_9024113,19
ISIC_7744467,17
ISIC_0062434,15
ISIC_0008575,19
ISIC_0000412,15
ISIC_1222771,17
ISIC_4969221,17
ISIC_0006918,19
ISIC_2960995,17
ISIC_1192253,17
ISIC_0032688,21
ISIC_0003443,19
ISIC_0011290,19
ISIC_0008252,19
ISIC_0007647,19
ISIC_5802232,17
ISIC_0025534,19
ISIC_0014819,23
ISIC_0990403,17
ISIC_0071693,15
ISIC_0061658,23
ISIC_9926931,17
ISIC_6473741,17
ISIC_0026623,21
ISIC_9796128,17
ISIC_6078211,17
ISIC_0063133,15
ISIC_0068259,19
ISIC_0007708,19
ISIC_0006790,19
ISIC_2887897,17
ISIC_1860707,19
ISIC_1870309,19
ISIC_0003704,19
ISIC_4278440,17
ISIC_0003066,19
ISIC_0000230,19
ISIC_0001756,19
ISIC_0069255,8
ISIC_5739570,17
ISIC_0071157,8
ISIC_0011294,19
ISIC_0012089,19
ISIC_0025003,19
ISIC_0006572,19
ISIC_0054982,15
ISIC_2896341,17
ISIC_0001923,19
ISIC_3178212,17
ISIC_4615762,15
ISIC_1020369,17
ISIC_0597414,17
ISIC_5409137,17
ISIC_0034050,15
ISIC_0002440,19
ISIC_0063542,24
ISIC_8677110,17
ISIC_0028556,8
ISIC_0002107,19
ISIC_0070372,15
ISIC_0009612,19
ISIC_0063245,19
ISIC_0031010,19
ISIC_9771533,19
ISIC_0060501,19
ISIC_5802836,17
ISIC_0006281,19
ISIC_0892926,19
ISIC_9491685,17
ISIC_0005689,19
ISIC_1556209,19
ISIC_4335758,17
ISIC_0062495,19
ISIC_2613002,17
ISIC_0880061,17
ISIC_0026140,19
ISIC_0025119,19
ISIC_0025379,19
ISIC_0002239,19
ISIC_5864067,17
ISIC_0015526,19
ISIC_0030265,19
ISIC_0011059,19
ISIC_0011736,15
ISIC_0002964,19
ISIC_7412327,15
ISIC_9668514,17
ISIC_0029247,19
ISIC_0011973,5
ISIC_0002375,19
ISIC_0004729,19
ISIC_0822116,17
ISIC_6593484,17
ISIC_0002170,19
ISIC_8512716,17
ISIC_6858892,17
ISIC_0004871,19
ISIC_0005484,19
ISIC_4459528,25
ISIC_0026028,19
ISIC_4310717,24
ISIC_0010318,19
ISIC_0559566,17
ISIC_0056152,15
ISIC_0025757,19
ISIC_0026792,19
ISIC_0007667,19
ISIC_0008892,19
ISIC_0006908,19
ISIC_0064556,8
ISIC_0002183,19
ISIC_0071999,25
ISIC_0025235,15
ISIC_2816803,17
ISIC_4680417,17
ISIC_0012777,19
ISIC_0031745,15
ISIC_0005139,19
ISIC_9048145,17
ISIC_0445911,17
ISIC_0000081,19
ISIC_2618092,17
ISIC_7315641,17
ISIC_8618470,17
ISIC_1770995,17
ISIC_4981135,17
ISIC_9260935,17
ISIC_5124889,17
ISIC_0027938,19
ISIC_2266857,17
ISIC_0437978,17
ISIC_0002486,19
ISIC_0072608,19
ISIC_0030132,19
ISIC_9280399,19
ISIC_0070103,26
ISIC_0001806,19
ISIC_0013082,19
ISIC_0256926,19
ISIC_0005861,19
ISIC_1666470,17
ISIC_0268179,17
ISIC_0011236,19
ISIC_0025950,19
ISIC_0013319,23
ISIC_0057009,15
ISIC_4075547,19
ISIC_3548096,17
ISIC_5942312,17
ISIC_0032529,19
ISIC_2439714,17
ISIC_0005283,19
ISIC_9160772,17
ISIC_8917822,17
ISIC_6217426,17
ISIC_7894744,17
ISIC_0255205,17
ISIC_9528732,17
ISIC_0030804,19
ISIC_3314382,19
ISIC_9264072,17
ISIC_0358285,17
ISIC_6724946,19
ISIC_0012358,23
ISIC_5557588,17
ISIC_2894185,17
ISIC_3342553,17
ISIC_2041726,17
ISIC_0028049,19
ISIC_5033871,19
ISIC_0028327,19
ISIC_0029801,21
ISIC_0006292,19
ISIC_0061395,19
ISIC_0001102,15
ISIC_0481453,17
ISIC_0032491,19
ISIC_0025759,19
ISIC_0054799,8
ISIC_8851038,17
ISIC_0008788,19
ISIC_0024204,17
ISIC_3656013,17
ISIC_0004639,19
ISIC_5592951,17
ISIC_8542407,17
ISIC_0003937,19
ISIC_7836167,17
ISIC_6605912,17
ISIC_9895881,17
ISIC_0062940,2
ISIC_0000392,19
ISIC_8643364,19
ISIC_1185853,19
ISIC_1197816,17
ISIC_0056229,8
ISIC_0058021,15
ISIC_0003588,19
ISIC_6927689,17
ISIC_0033355,19
ISIC_0011836,17
ISIC_4870936,17
ISIC_0007032,19
ISIC_0067151,15
ISIC_6900405,17
ISIC_6389532,17
ISIC_0056855,19
ISIC_0463621,17
ISIC_3392146,17
ISIC_0031303,15
ISIC_0066950,19
ISIC_6453506,17
ISIC_6788785,19
ISIC_0054476,19
ISIC_0007227,19
ISIC_4127965,17
ISIC_2266715,17
ISIC_1892887,17
ISIC_0335172,17
ISIC_0000560,19
ISIC_0025089,25
ISIC_0072504,19
ISIC_0024770,21
ISIC_0060461,19
ISIC_0006595,19
ISIC_1588382,17
ISIC_0000105,19
ISIC_0061188,15
ISIC_6595186,17
ISIC_0063835,19
ISIC_8946596,17
ISIC_9229047,25
ISIC_5243698,19
ISIC_4792446,17
ISIC_0025332,19
ISIC_0007982,19
ISIC_0057222,23
ISIC_0905367,19
ISIC_3821630,17
ISIC_0066354,15
ISIC_0009622,19
ISIC_0058043,8
ISIC_3461869,17
ISIC_0202119,15
ISIC_0060329,19
ISIC_0557560,6
ISIC_0030062,19
ISIC_8795038,19
ISIC_9163466,17
ISIC_0066567,19
ISIC_2871456,17
ISIC_0011314,19
ISIC_3412310,17
ISIC_0028666,15
ISIC_8284685,17
ISIC_2665498,17
ISIC_0068231,8
ISIC_8231949,19
ISIC_0006199,19
ISIC_0070692,19
ISIC_6281906,19
ISIC_3232329,17
ISIC_0034144,19
ISIC_0027121,19
ISIC_9780031,17
ISIC_0064179,8
ISIC_2414238,17
ISIC_0054435,8
ISIC_0008773,19
ISIC_0059135,8
ISIC_0006184,19
ISIC_0053697,11
ISIC_0004144,19
ISIC_0068151,19
ISIC_0054814,19
ISIC_0000175,15
ISIC_5608998,17
ISIC_0027739,21
ISIC_1865347,19
ISIC_4655150,17
ISIC_7839092,17
ISIC_1093647,17
ISIC_3206883,12
ISIC_8009536,15
ISIC_0068701,8
ISIC_0064196,2
ISIC_0027402,15
ISIC_6742634,17
ISIC_0068644,8
ISIC_0012062,19
ISIC_2824679,17
ISIC_0030780,19
ISIC_0027427,19
ISIC_7585436,19
ISIC_9801917,17
ISIC_6926716,17
ISIC_0030880,19
ISIC_0068409,25
ISIC_4627348,17
ISIC_0029502,15
ISIC_0058331,15
ISIC_0072848,19
ISIC_5880407,17
ISIC_6381197,17
ISIC_5703909,17
ISIC_2131707,17
ISIC_5106239,17
ISIC_5143984,17
ISIC_0015040,19
ISIC_0000149,15
ISIC_0055405,15
ISIC_4777949,19
ISIC_2944487,17
ISIC_3207683,19
ISIC_2514687,17
ISIC_0008666,19
ISIC_0056901,15
ISIC_0008365,19
ISIC_0060457,19
ISIC_0011428,15
ISIC_9476904,17
ISIC_2936321,17
ISIC_7346228,15
ISIC_0024907,19
ISIC_5525765,17
ISIC_0057820,8
ISIC_0011978,19
ISIC_8663681,17
ISIC_5299786,17
ISIC_6352963,17
ISIC_0027330,19
ISIC_0064877,15
ISIC_2261306,17
ISIC_0026207,15
ISIC_7241455,17
ISIC_0061704,8
ISIC_0002068,19
ISIC_0055161,15
ISIC_7582764,19
ISIC_0007016,19
ISIC_0009452,19
ISIC_0026732,19
ISIC_4560389,19
ISIC_3387470,19
ISIC_0061206,8
ISIC_9654057,17
ISIC_2482667,17
ISIC_0008167,19
ISIC_1976332,17
ISIC_6609931,17
ISIC_0008139,19
ISIC_0006913,19
ISIC_0000723,19
ISIC_0033478,19
ISIC_7121198,17
ISIC_9783128,19
ISIC_0962321,17
ISIC_9212054,17
ISIC_9166979,17
ISIC_0027140,19
ISIC_6362735,17
ISIC_0917117,17
ISIC_0010962,19
ISIC_0070142,19
ISIC_7264251,17
ISIC_0066492,15
ISIC_0005713,19
ISIC_8314353,17
ISIC_0978194,17
ISIC_0005277,19
ISIC_0055898,8
ISIC_5388493,17
ISIC_8414635,17
ISIC_0002194,19
ISIC_0008352,19
ISIC_0028796,19
ISIC_0009387,19
ISIC_0028892,19
ISIC_0013340,19
ISIC_4951035,17
ISIC_0025136,21
ISIC_0007454,19
ISIC_0026065,19
ISIC_0072859,8
ISIC_3132543,17
ISIC_0008134,19
ISIC_0069067,19
ISIC_3746498,19
ISIC_0032682,19
ISIC_0008205,19
ISIC_0005702,19
ISIC_3455818,17
ISIC_0065623,19
ISIC_4167210,17
ISIC_0000452,19
ISIC_3195720,17
ISIC_0026457,2
ISIC_4976189,17
ISIC_0005927,19
ISIC_0345499,17
ISIC_2719165,17
ISIC_0000247,19
ISIC_0026981,25
ISIC_7113612,17
ISIC_0004138,19
ISIC_0027683,19
ISIC_0004917,19
ISIC_0010329,15
ISIC_0059569,15
ISIC_0007702,19
ISIC_0056266,19
ISIC_3003627,17
ISIC_0026626,2
ISIC_8814398,23
ISIC_5040726,17
ISIC_0004091,19
ISIC_0011108,19
ISIC_8902976,17
ISIC_0677159,19
ISIC_0000541,19
ISIC_0002946,19
ISIC_2786383,17
ISIC_0031454,19
ISIC_9375930,19
ISIC_0008175,19
ISIC_0066197,8
ISIC_0032399,19
ISIC_0005686,19
ISIC_0032707,19
ISIC_0527593,17
